index,age,brand,calory,category,classification,content,detail,from_company,gram,img,info,ingredient,nutrient,title,성분등록번호
202,"키튼,어덜트,시니어,전연령",보레알 (BOREAL),"3,492 kcal/kg",고양이,건사료,"칠면조, 송어, 청어, 말린계란, 고구마, 메밀, 렌즈콩, 호박, 천연향, 아마씨, 치킨지방, 말린억새풀, 레시틴, 블루베리, 크랜베리, 사과, 시금치, 프로피온산칼슘, 삼인산나트륨, DL-메티오닌, 효모추출물, 치커리뿌리추출물, 타우린, 염화콜린, 소금, 말린켈프, L-라이신, L-트립토판, 푸마르산, 젖산, 구연산, 말산, 유카시데게라추출물, 백리향추출물, 산화아연, 황산제일철, 아연아미노산복합체, 철아미노산복합체, 니아신아미드, 산화망간, 비타민E, 비타민A, 칼슘판토텐산, 리보플라빈, 티아민모노니트레이트, 피리독신히드로클로라이드, 황산구리, 구리, 구리단백질, 망간아미노산복합체, 엽산, 비타민D3, 비타민B12, 비오틴, 요오드산칼슘, 셀렌산나트륨, 로즈마리추출물.","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg 주재료 칠면조, 송어, 청어 식단정보 그레인프리,글루텐프리 칼로리 3,492 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,2.2kg,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF03_thumb01.png,"그레인프리,글루텐프리","칠면조, 송어, 청어",조단백 36%  조지방 16%  칼슘 1.8%  인 1.1%  수분 10%,"오리지널 그레인프리 칠면조&송어, 유통기한 21년 09월 30일",제 서울-20007호
203,"키튼,어덜트,시니어,전연령",어플라우즈 (APPLAWS),505 kcal/kg (35.35 kcal/파우치),고양이,습식간식,"가다랑어(참치), 가다랑어육수, 멸치, 해초, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 70g 주재료 가다랑어(참치), 가다랑어 육수, 멸치 식단정보 검류미함유 칼로리 505 kcal/kg (35.35 kcal/파우치) 원산지/제조사 태국/MPM Products",태국/MPM Products,70g,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT1943ss_thumb01.png,검류미함유,"가다랑어(참치), 가다랑어 육수, 멸치",조단백 13.5% 조지방 2.0% 조섬유 0.5% 조회분 1.5% 수분 84.0%,파우치 참치와 멸치,제 서울-20532호
204,"키튼,어덜트,시니어,전연령",어플라우즈 (APPLAWS),"1,330 kcal/kg (39.9 kcal/파우치)",고양이,습식간식,가다랑어(참치),"연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 - 주재료 가다랑어(참치) 식단정보 검류미함유 칼로리 1,330 kcal/kg (39.9 kcal/파우치) 원산지/제조사 태국/MPM Products",태국/MPM Products,-,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT10_thumb01.png,검류미함유,가다랑어(참치),조단백 23.0% 조지방 2.0% 조회분 3.0% 수분 75.0%,통살 참치,제 서울-22062호
205,"키튼,어덜트,시니어,전연령",K9 내추럴 (K9 NATURAL),945 kcal/kg (81 kcal/캔),고양이,습식사료,"소의 심장, 호키, 소고기, 소의 신장, 소의 간, 소의 혈액, 해바라기 오일, 아마씨, 뉴질랜드 녹색 입 홍합, 비타민E, 아연, 카놀라오일, 망간, 티아민, 비타민D3, 엽산, 물.","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 소의 심장, 호키, 소고기 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 945 kcal/kg (81 kcal/캔) 원산지/제조사 뉴질랜드/K9 Natural Foods Limited",뉴질랜드/K9 Natural Foods Limited,85g,https://cdn.purplesto.re/media/store/sale/main_image/k9natural_cat_B008CF03_thumb01.png,"검류미함유,그레인프리,글루텐프리","소의 심장, 호키, 소고기",조단백 9.1%  조지방 6.3%  칼슘 0.6%  인 0.4%  수분 81%,피스트 캔 소고기와 호키,
206,"키튼,어덜트,시니어,전연령",K9 내추럴 (K9 NATURAL),"4,165 kcal/kg",고양이,토퍼(부스터),양 내장 100% (그린 트라이프),"연령구분 키튼,어덜트,시니어,전연령 푸드타입 토퍼(부스터) 중량 57g 주재료 양 내장 식단정보 그레인프리,글루텐프리 칼로리 4,165 kcal/kg 원산지/제조사 뉴질랜드/K9 Natural Foods Limited",뉴질랜드/K9 Natural Foods Limited,57g,https://cdn.purplesto.re/media/store/sale/main_image/k9natural_cat_B008CT08_thumb01.png,"그레인프리,글루텐프리",양 내장,조단백 60.0% 조지방 16.0% 조회분 6.5% 수분 8.0%,양고기 그린트라이프 부스터,제 서울-19597호
207,"키튼,어덜트,시니어,전연령",쉐지애 (SCHESIR),745 kcal/kg,고양이,습식간식,"닭고기, 파인애플, 쌀, 수분","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 75g 주재료 닭고기, 파인애플, 쌀 식단정보 - 칼로리 745 kcal/kg 원산지/제조사 태국/Agras Delic S.p.a.",태국/Agras Delic S.p.a.,75g,https://cdn.purplesto.re/media/store/sale/main_image/deal_schesir_cat_B049CT0102SS_thumb01.png,-,"닭고기, 파인애플, 쌀",조단백 9.9%  조지방 0.18%  조섬유 0.11%  조회분 1.65%  수분 90.0% ,과일캔 닭고기 안심+파인애플,GGHA50073호
208,"키튼,어덜트,시니어,전연령",어플라우즈 (APPLAWS),497 kcal/kg (34.79 kcal/파우치),고양이,습식간식,"가다랑어(참치), 가다랑어육수, 새우, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 70g 주재료 가다랑어(참치), 가다랑어 육수, 새우 식단정보 검류미함유 칼로리 497 kcal/kg (34.79 kcal/파우치) 원산지/제조사 태국/MPM Products",태국/MPM Products,70g,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT2044ss_thumb01.png,검류미함유,"가다랑어(참치), 가다랑어 육수, 새우",조단백 13.0% 조지방 2.0% 조섬유 1.0% 조회분 1.5% 수분 88.6%,파우치 참치와 새우,제 서울-20534호
209,"키튼,어덜트,시니어,전연령",미아모아 (MIAMOR),570 kcal/kg,고양이,습식간식,"닭고기, 돼지고기, 연어, 정제수, 셀룰로스, 사탕무, 밀크파우더, 오메가3지방산","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 90g(15g x 6개입) 주재료 닭고기, 돼지고기, 연어 식단정보 - 칼로리 570 kcal/kg 원산지/제조사 독일/Finnern GmbH & Co. KG",독일/Finnern GmbH & Co. KG,90g(15g x 6개입),https://cdn.purplesto.re/media/store/sale/main_image/miamor_cat_B104CT03_thumb01.png,-,"닭고기, 돼지고기, 연어",조단백 3.8% 조지방 1.7% 조섬유 0.2% 조회분 1.0% 수분 95.0%,연어 크림,제 GGH8V0091호
210,"키튼,어덜트,시니어,전연령",알모네이쳐 (ALMO NATURE),"1,300 kcal/kg (3.9 kcal/개)",고양이,습식간식,"연어살(99%), 쌀(1%)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 3g 주재료 연어살, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 1,300 kcal/kg (3.9 kcal/개) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,3g,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT16_thumb01.png,"단일육류단백질,글루텐프리,비유전자변형","연어살, 쌀",조단백 26.0%  조지방 0.45%  조섬유 3.0%  조회분 4.0%  수분 70.0% ,HFC 미니푸드 연어살 3g,서울-19784호
211,"키튼,어덜트,시니어,전연령",어딕션 (ADDICTION),"3,710 kcal/kg",고양이,건사료,"건조 사슴, 완두콩, 감자, 타피오카, 닭 지방(혼합 토코페롤로 처리), 아마씨, 천연향, 염화나트륨, 건조 켈프, 건조 크린베리, 건조 사과, 건조 시금치, 건조 맥주 효모, 건조 장구균, 건조 락토바실러스 아시도필루스, 건조 비피도박테리움 롱검, 건조 유산균, 비타민E, 니아신(비타민B3), 판토텐산칼슘(비타민B5), 비타민A, 비타민B1 질산염, 리보플라빈, 염산피리독신(비타민B6), 비오틴(비타민B7), 비타민B12, 비타민D3, 폴산(비타민 B9), 타우린, 염화콜린, 황산마그네슘, 황산아연, 황산제일철(철분제), 탄산칼슘, 황산구리, 황산망간, 요오드산칼슘, 황산코발트, 아셀렌산나트륨, 녹차 추출물, 로즈마리 추출물","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 9kg 주재료 건조 사슴, 완두콩, 감자 식단정보 단일육류단백질,그레인프리 칼로리 3,710 kcal/kg 원산지/제조사 뉴질랜드/Addiction Food Nz Limited",뉴질랜드/Addiction Food Nz Limited,9kg,https://cdn.purplesto.re/media/store/sale/main_image/addiction_cat_B029CF01_thumb01.png,"단일육류단백질,그레인프리","건조 사슴, 완두콩, 감자",조단백 30.0%  조지방 15.0%  칼슘 1.2%  인 1.0%  수분 10.0%,LID 사슴고기,제 서울-19744호
212,"키튼,어덜트,시니어,전연령",뉴로 (NULO),"3,551 kcal/kg",고양이,건사료,"칠면조, 닭고기, 대구, 병아리콩, 녹색렌틸콩, 억새풀, 닭고기 지방, 연어, 천연향, 아마씨, 연어오일, 염화콜린, 건조치커리뿌리, 탄산칼슘, DL-메티오닌, 건조크랜베리, 건조켈프, 건조고구마, 비타민E, 유카시데게라추출물, L-카르니틴, 타우린, 아연단백질, 니아신, 황산아연, 철단백질, L-아스코르빌-2-폴리포스페이트(비타민C 공급원), 산화망간, 비타민A, 티아민모노니트레 이트, 판토센산칼슘, 구리단백질, 황산구리, 망간단백질, 리보플라빈, 피리독신염산염, 비오틴, 건조 바실러스발효균, 비타민B12, 산화망간, 비타민D3, 엽산, 소디움셀레나이트, 요오드산칼슘, 로즈마리추출물","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg 주재료 칠면조, 닭고기, 대구 식단정보 그레인프리,글루텐프리,비유전자변형,유산균 칼로리 3,551 kcal/kg 원산지/제조사 미국/Nulo Inc",미국/Nulo Inc,2.2kg,https://cdn.purplesto.re/media/store/sale/main_image/nulo_cat_B137CF10_thumb02.png,"그레인프리,글루텐프리,비유전자변형,유산균","칠면조, 닭고기, 대구",조단백 40%  조지방 16%  칼슘 1.3%  인 0.9%  수분 10%,뉴로 프리스타일 그레인프리 헤어볼 칠면조&대구,서울-23093호
213,"어덜트,시니어",K9 내추럴 (K9 NATURAL),"1,211 kcal/kg (103 kcal/캔)",고양이,습식사료,"양고기, 양의 내장, 양의 심장, 양의 신장, 양의 비장, 양의 간, 양의 피, 양의 뼈, 뉴질랜드 녹색 입 홍합, 호키 오일, 비타민E, 산화 마그네슘, 아연, 구리, 망간","연령구분 어덜트,시니어 푸드타입 습식사료 중량 85g 주재료 양고기, 양의 내장, 양의 심장 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 1,211 kcal/kg (103 kcal/캔) 원산지/제조사 뉴질랜드/K9 Natural Foods Limited",뉴질랜드/K9 Natural Foods Limited,85g,https://cdn.purplesto.re/media/store/sale/main_image/k9natural_cat_B008CF17_thumb01.png,"그레인프리,글루텐프리,비유전자변형","양고기, 양의 내장, 양의 심장",조단백 8.0%  조지방 8.0%  칼슘 0.34%  인 0.29%  수분 82%,피스트 캔 양고기,제 II6TM0009호
214,"어덜트,시니어",나우 (NOW),"3,862 kcal/kg",고양이,건사료,"뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 완두콩섬유, 건조계란, 토마토, 카놀라오일, 아마씨, 천연향, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 사과, 당근, 호박, 바나나, 블루베리, 크랜베리, 라즈베리, 블랙베리, 파파야, 파인애플, 자몽, 렌팅콩, 브로콜리, 시금치, 코티지치즈, 알팔파 색, 알팔파, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼륨, DL-메티오닌, 타우린, 비타민합제(비타민E, L-아스코빌-2-폴리인산, 나이아신, 비타민A, 티아민모노니트레이트, 판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합물, 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀렌산나트륨, 건조 켈프, L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게르, 건조 아스퍼질러스 오리제, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리","연령구분 어덜트,시니어 푸드타입 건사료 중량 3.6kg 주재료 칠면조, 감자, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,862 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,3.6kg,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF02_thumb01.png,"그레인프리,글루텐프리","칠면조, 감자, 완두콩",조단백 31%  조지방 18%  칼슘 0.8%  인 0.6%  수분 8%,그레인프리 어덜트,제 서울-19594호
215,"어덜트,시니어",어플라우즈 (APPLAWS),"4,084 kcal/kg",고양이,건사료,"뼈를 발라낸 연어, 연어 분말, 타피오카, 완두콩, 렌틸콩, 병아리콩, 완두 분말, 카놀라오일, 코코넛 오일, 탄산칼슘, 제이인산칼슘, 천연 생선향, 염화나트륨, 건조 치커리 뿌리, 염화콜린, 염화칼륨, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, d-판토텐산칼슘, 티아민 모노니트레이트, 베타카로틴, 리보플라빈, 염산피리독신, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 황산제일철, 요오드산칼슘, 산화망간, 셀레늄이스트), 타우린, 건조 로즈마리","연령구분 어덜트,시니어 푸드타입 건사료 중량 1.3kg 주재료 뼈를 발라낸 연어, 연어 분말, 타피오카 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,084 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,1.3kg,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_pouch6_thumb01.png,"단일육류단백질,그레인프리,글루텐프리","뼈를 발라낸 연어, 연어 분말, 타피오카",조단백 24%  조지방 12%  칼슘 1.1%  인 0.8%  수분 10%,파우치 시식세트,4160000-034-2019-0001
216,"어덜트,시니어",보레알 (BOREAL),"1,050 kcal/kg",고양이,습식 사료,"치킨, 치킨육수, 연어, 오리, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 156g 주재료 치킨, 치킨육수, 연어 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,156g,https://cdn.purplesto.re/media/store/sale/main_image/deal_boreal_cat_B050CF1104SS_thumb01.png,"검류미함유,그레인프리,글루텐프리","치킨, 치킨육수, 연어",조단백 7.2%  조지방 6.75%  칼슘 0.2%  인 0.18%  수분 85%,주식캔 치킨&연어&오리,제 II6TM0009호
217,"키튼,어덜트,시니어,전연령",로투스 (LOTUS),"3,967 kcal/kg",고양이,건사료,"닭고기, 닭고기 분말, 렌틸콩, 닭 간, 병아리콩, 닭 지방, 아마씨, 타피오카, 완두콩 단백질, 맥주 건조 효모, 계란, 천연 효모, 조개, 호박, 사과, 고구마, 블루 베리, 시금치, 당근, 프로피온산칼슘, 황산 칼슘, 소금, 연어 오일, 비타민 E, 뉴질랜드 녹색 홍합, 말린 다시마, 유카, 이눌린, 타우린, L- 아스코르빌 -2- 폴리인산염, 황산철, DL 메티오닌, 황산아연, 아연, 염화칼륨, 니아신, 망간, 황산구리, 구리, 비타민 A, 황산망간, 티아민, 판토텐산칼슘, 피리독신, 비오틴, 리보플라빈, 비타민 B12, 비타민 D3, 요오드산칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물.","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 85g 주재료 닭고기, 닭고기 분말, 렌틸콩 식단정보 단일육류단백질,그레인프리,글루텐프리,비유전자변형 칼로리 3,967 kcal/kg 원산지/제조사 캐나다/Bio Biscuit Inc.",캐나다/Bio Biscuit Inc.,85g,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF03_thumb02.png,"단일육류단백질,그레인프리,글루텐프리,비유전자변형","닭고기, 닭고기 분말, 렌틸콩",조단백 35.25%  조지방 19.25%  칼슘 1.34%  인 1.1%  수분 10%,오븐베이크 그레인프리 닭고기,제 VVHDR0017호
218,"키튼,어덜트,시니어,전연령",로투스 (LOTUS),990 kcal/kg (85.8 kcal/캔),고양이,습식사료,"오리고기, 오리스프, 돼지고기 간, 흰살생선, 완두콩, 치킨 간, 한천, 제1인산염, 조개, 블루베리, 크랜베리, 당근, 통아마씨, 달걀, 아스파라거스, 뉴질랜드 녹색 홍합, 올리브오일, 연어오일, 소금, 삼인산나트륨, 염화칼륨, 켈프, 황산칼슘, 타우린, 탄산칼슘, 염화콜린, 베타인, 아연, 철, 니아신, 비타민E, 티아민, 구리, 망간, 아셀렌산나 트륨, 판토텐산 칼슘, 비타민 A, 리보플라빈, 피리독신, 비오틴, 비타민 B12, 요오드산칼슘, 비타민 D3,엽산","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 78g 주재료 오리고기, 오리 스프, 돼지 간 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 990 kcal/kg (85.8 kcal/캔) 원산지/제조사 미국/Lotus Pet Foods",미국/Lotus Pet Foods,78g,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF14_thumb01_ItJWxPn.png,"그레인프리,글루텐프리,비유전자변형","오리고기, 오리 스프, 돼지 간",조단백 10.93%  조지방 4.83%  칼슘 0.32%  인 0.3%  수분 75.55%,주식캔 그레인프리 오리고기 파테,제 CCBY60001호
