uuid,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,from_company,img,soup
20,고양이,고! (GO!),솔루션 LID 오리,"키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 오리, 오리분말, 건조 계란, 완두콩, 완두분말, 타피오카, 렌틸콩, 병아리콩, 닭고기지방, 아마씨, 천연향, 염화나트륨, 염화콜린, 탄산칼슘, 건조 치커리뿌리, 인산, 염화칼륨, 비타민합제(비타민A, 비타민 D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산 피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질 화합물, 구리 단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 건조 로즈마리",조단백 32%  조지방 17%  칼슘 1.1%  인 0.9%  수분 8%,"그레인프리,글루텐프리",1.3kg,"4,222 kcal/kg","뼈를 발라낸 오리, 오리분말, 건조 계란",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF12_thumb02.png,"고! (GO!) 솔루션 LID 오리 건사료 뼈를 발라낸 오리, 오리분말, 건조 계란, 완두콩, 완두분말, 타피오카, 렌틸콩, 병아리콩, 닭고기지방, 아마씨, 천연향, 염화나트륨, 염화콜린, 탄산칼슘, 건조 치커리뿌리, 인산, 염화칼륨, 비타민합제(비타민A, 비타민 D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산 피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질 화합물, 구리 단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 건조 로즈마리 그레인프리,글루텐프리"
21,고양이,로투스 (LOTUS),그레인프리 저스트 쥬시 포크 스튜,"키튼,어덜트,시니어,전연령",습식사료,"돼지 고기, 돼지 스프, 당근, 감자 전분, 제1인산염, 탄산 칼슘, 소금, 올리브 오일, 연어 오일, 해바라기 오일, 한천, 염화 칼륨, 염화 콜린, 타우린, 아연, 철, 비타민E, 니아신, 망간, 티아민, 구리, 판토텐산 칼슘, 리보플라빈, 비타민A, 피리독신, 비타민B12, 비오틴, 요오드화칼륨, 엽산, 비타민D3, 아셀렌산나트륨",조단백 15.13%  조지방 3.64%  칼슘 0.25%  인 0.25%  수분 77.84%,"단일육류단백질,그레인프리,비유전자변형",150g,897 kcal/kg,"돼지고기, 돼지 스프, 당근",미국/Lotus Pet Foods,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF01_thumb01.png,"로투스 (LOTUS) 그레인프리 저스트 쥬시 포크 스튜 습식사료 돼지 고기, 돼지 스프, 당근, 감자 전분, 제1인산염, 탄산 칼슘, 소금, 올리브 오일, 연어 오일, 해바라기 오일, 한천, 염화 칼륨, 염화 콜린, 타우린, 아연, 철, 비타민E, 니아신, 망간, 티아민, 구리, 판토텐산 칼슘, 리보플라빈, 비타민A, 피리독신, 비타민B12, 비오틴, 요오드화칼륨, 엽산, 비타민D3, 아셀렌산나트륨 단일육류단백질,그레인프리,비유전자변형"
22,고양이,어플라우즈 (APPLAWS), 이지필 통살참치와 새우,"키튼,어덜트,시니어,전연령",습식간식,"가다랑어(참치과) 흰살, 가다랑어 육수, 쌀, 새우",조단백 15.5% 조지방 2.0% 조섬유 0.5% 조회분 1.5% 수분 81.0%,검류미함유,-,750 kcal/kg (45 kcal/컵),"가다랑어(참치과) 흰살, 가다랑어 육수, 쌀",태국/MPM Products,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT07_thumb01_dSKaQXb.png,"어플라우즈 (APPLAWS)  이지필 통살참치와 새우 습식간식 가다랑어(참치과) 흰살, 가다랑어 육수, 쌀, 새우 검류미함유"
23,고양이,K9 내추럴 (K9 NATURAL),피스트 캔 양고기,"어덜트,시니어",습식사료,"양고기, 양의 내장, 양의 심장, 양의 신장, 양의 비장, 양의 간, 양의 피, 양의 뼈, 뉴질랜드 녹색 입 홍합, 호키 오일, 비타민E, 산화 마그네슘, 아연, 구리, 망간",조단백 8.0%  조지방 8.0%  칼슘 0.34%  인 0.29%  수분 82%,"그레인프리,글루텐프리,비유전자변형",85g,"1,211 kcal/kg (103 kcal/캔)","양고기, 양의 내장, 양의 심장",뉴질랜드/K9 Natural Foods Limited,https://cdn.purplesto.re/media/store/sale/main_image/k9natural_cat_B008CF17_thumb01.png,"K9 내추럴 (K9 NATURAL) 피스트 캔 양고기 습식사료 양고기, 양의 내장, 양의 심장, 양의 신장, 양의 비장, 양의 간, 양의 피, 양의 뼈, 뉴질랜드 녹색 입 홍합, 호키 오일, 비타민E, 산화 마그네슘, 아연, 구리, 망간 그레인프리,글루텐프리,비유전자변형"
24,고양이,알모네이쳐 (ALMO NATURE),HFC 내츄럴 캔 참치와 뱅어,"키튼,어덜트,시니어,전연령",습식간식,"참치살(70%), 정제수(24%), 뱅어(5%), 쌀(1%)",조단백 16.0%  조지방 0.5%  조섬유 0.1%  조회분 1.0%  수분 83.0% ,"글루텐프리,비유전자변형",70g,960 kcal/kg (67 kcal/캔),"참치살, 정제수, 뱅어",태국/HI-Q FOOD PRODUCTS CO.LTD,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT13_thumb01.png,"알모네이쳐 (ALMO NATURE) HFC 내츄럴 캔 참치와 뱅어 습식간식 참치살(70%), 정제수(24%), 뱅어(5%), 쌀(1%) 글루텐프리,비유전자변형"
25,고양이,지위픽 (ZIWI),에어드라이 하우라키 플레인즈,"키튼,어덜트,시니어,전연령",저온건조 사료,"닭고기, 호주연어, 오리고기, 칠면조고기, 도축부산물[닭 심장/목/간/뼈,오리 뼈, 닭 모래집, 칠면조 간/뼈/심장 ], 계란, 녹색홍합, 레시틴, 치커리 이눌린, 켈프, 사과박, 미네랄[제이인산칼륨, 황산마그네슘, 아연아미노산화합물, 철분아미노산화합물, 구리아미노산화합물, 망간아미노산화합물, 셀레늄 효모], 비타민합제[비타민E, 비타민B1,비타민 B2, 비타민B6, 비타민D3, 엽산], 정제염, 파슬리, 보존제[구연산, 혼합 토코페롤]",조단백 41%  조지방 37%  칼슘 1.7%  인 1.4%  수분 9%,"단일육류단백질,그레인프리,글루텐프리",340g,"5,130 kcal/kg","닭고기, 호주연어, 오리고기","뉴질랜드/ZIWI2, ZIWI Limited",https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF34_thumb01.png,"지위픽 (ZIWI) 에어드라이 하우라키 플레인즈 저온건조 사료 닭고기, 호주연어, 오리고기, 칠면조고기, 도축부산물[닭 심장/목/간/뼈,오리 뼈, 닭 모래집, 칠면조 간/뼈/심장 ], 계란, 녹색홍합, 레시틴, 치커리 이눌린, 켈프, 사과박, 미네랄[제이인산칼륨, 황산마그네슘, 아연아미노산화합물, 철분아미노산화합물, 구리아미노산화합물, 망간아미노산화합물, 셀레늄 효모], 비타민합제[비타민E, 비타민B1,비타민 B2, 비타민B6, 비타민D3, 엽산], 정제염, 파슬리, 보존제[구연산, 혼합 토코페롤] 단일육류단백질,그레인프리,글루텐프리"
26,고양이,보레알 (BOREAL),주식캔 칠면조&송어 ,"키튼,어덜트,시니어,전연령",습식 사료,"칠면조, 칠면조육수, 송어, 연어오일, 계란, 완두콩, 렌틸콩, 인산이칼슘, 호로파씨앗, 탄산칼슘, 소금, 아마씨, 레시틴, 염화콜린, 염화칼륨, 유카시데게라, 완두콩섬유질, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 8%  조지방 7.5%  칼슘 0.44%  인 0.41%  수분 78%,"검류미함유,그레인프리,글루텐프리",80g,"1,050 kcal/kg","칠면조, 칠면조육수, 송어",캐나다/Boreal Pet Foods.,https://cdn.purplesto.re/media/store/sale/main_image/deal_boreal_cat_B050CF1302SS_thumb01.png,"보레알 (BOREAL) 주식캔 칠면조&송어  습식 사료 칠면조, 칠면조육수, 송어, 연어오일, 계란, 완두콩, 렌틸콩, 인산이칼슘, 호로파씨앗, 탄산칼슘, 소금, 아마씨, 레시틴, 염화콜린, 염화칼륨, 유카시데게라, 완두콩섬유질, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산. 검류미함유,그레인프리,글루텐프리"
27,고양이,나우 (NOW),그레인프리 어덜트,"어덜트,시니어",건사료,"뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 완두콩섬유, 건조계란, 토마토, 카놀라오일, 아마씨, 천연향, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 사과, 당근, 호박, 바나나, 블루베리, 크랜베리, 라즈베리, 블랙베리, 파파야, 파인애플, 자몽, 렌팅콩, 브로콜리, 시금치, 코티지치즈, 알팔파 색, 알팔파, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼륨, DL-메티오닌, 타우린, 비타민합제(비타민E, L-아스코빌-2-폴리인산, 나이아신, 비타민A, 티아민모노니트레이트, 판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합물, 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀렌산나트륨, 건조 켈프, L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게르, 건조 아스퍼질러스 오리제, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리",조단백 31%  조지방 18%  칼슘 0.8%  인 0.6%  수분 8%,"그레인프리,글루텐프리",3.6kg,"3,862 kcal/kg","칠면조, 감자, 완두콩",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF02_thumb01.png,"나우 (NOW) 그레인프리 어덜트 건사료 뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 완두콩섬유, 건조계란, 토마토, 카놀라오일, 아마씨, 천연향, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 사과, 당근, 호박, 바나나, 블루베리, 크랜베리, 라즈베리, 블랙베리, 파파야, 파인애플, 자몽, 렌팅콩, 브로콜리, 시금치, 코티지치즈, 알팔파 색, 알팔파, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼륨, DL-메티오닌, 타우린, 비타민합제(비타민E, L-아스코빌-2-폴리인산, 나이아신, 비타민A, 티아민모노니트레이트, 판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합물, 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀렌산나트륨, 건조 켈프, L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게르, 건조 아스퍼질러스 오리제, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리 그레인프리,글루텐프리"
28,고양이,지위픽 (ZIWI),에어드라이 소고기,"키튼,어덜트,시니어,전연령",저온건조 사료,"소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합, 레시틴, 치커리 이눌린, 건 켈프, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 구리아미노산, 철아미노산, 망간아미노산, 아셀렌산나트륨), 천일염, 파슬리, 구연산, 혼합토코페롤, 비타민(염화콜린, 비타민 B1, B6, D3, 엽산), DL-메티오닌, 타우린",조단백 44%  조지방 35%  칼슘 2.58%  인 1.73%  수분 8.0%,"그레인프리,글루텐프리",400g,"5,500 kcal/kg","소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합",뉴질랜드/Ziwi Ltd,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF13_thumb01.png,"지위픽 (ZIWI) 에어드라이 소고기 저온건조 사료 소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합, 레시틴, 치커리 이눌린, 건 켈프, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 구리아미노산, 철아미노산, 망간아미노산, 아셀렌산나트륨), 천일염, 파슬리, 구연산, 혼합토코페롤, 비타민(염화콜린, 비타민 B1, B6, D3, 엽산), DL-메티오닌, 타우린 그레인프리,글루텐프리"
29,고양이,보레알 (BOREAL),오리지널 그레인프리 치킨,"키튼,어덜트,시니어,전연령",건사료,"뼈를 제거한 닭고기, 치킨밀, 완두콩, 말린계란, 완두콩 전분, 연어밀, 닭고기 및 칠면조 지방(혼합 토코페롤 함유), 콩, 건조 알팔파밀, 천연 닭고기향, 아마씨, 염화콜린, 소금, 효모 추출물, 레시틴, 치커리 뿌리 추출물, 타우린, 사과, 당근, 크랜베리, 시금치, 블루베리, 황산 제일철, 황산아연, 황산칼슘, 비타민 E 보충제, 아연 아미노산 복합체, 니아신, 황산구리, 황산망간, 판토텐산 칼슘, 셀렌산 나트륨, 망간 아미노산 복합물, 철 아미노산 복합물, 탄산칼슘, 비타민 A 보충제, 티아민, 피리독신 염산염, 리보플라빈, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제, 엽산",조단백 32%  조지방 17%  칼슘 1.3%  인 1%  수분 10%,"그레인프리,글루텐프리",2.2kg,"3,815 kcal/kg","뼈를 제거한 닭고기, 치킨밀, 완두콩",캐나다/Boreal Pet Foods.,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF01_thumb01.png,"보레알 (BOREAL) 오리지널 그레인프리 치킨 건사료 뼈를 제거한 닭고기, 치킨밀, 완두콩, 말린계란, 완두콩 전분, 연어밀, 닭고기 및 칠면조 지방(혼합 토코페롤 함유), 콩, 건조 알팔파밀, 천연 닭고기향, 아마씨, 염화콜린, 소금, 효모 추출물, 레시틴, 치커리 뿌리 추출물, 타우린, 사과, 당근, 크랜베리, 시금치, 블루베리, 황산 제일철, 황산아연, 황산칼슘, 비타민 E 보충제, 아연 아미노산 복합체, 니아신, 황산구리, 황산망간, 판토텐산 칼슘, 셀렌산 나트륨, 망간 아미노산 복합물, 철 아미노산 복합물, 탄산칼슘, 비타민 A 보충제, 티아민, 피리독신 염산염, 리보플라빈, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제, 엽산 그레인프리,글루텐프리"
30,고양이,어플라우즈 (APPLAWS),습식캔 참치와 게살,"키튼,어덜트,시니어,전연령",습식간식,"참치순살, 참치육수, 게살, 익힌쌀알",조단백 11.0% 조지방 5.0% 조섬유 2.0% 조회분 2.0% 수분 91.0%,검류미함유,70g,780 kcal/kg (54.6kcal/캔),"참치순살, 참치육수, 게살",태국/MPM Products,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT43_thumb01.png,"어플라우즈 (APPLAWS) 습식캔 참치와 게살 습식간식 참치순살, 참치육수, 게살, 익힌쌀알 검류미함유"
31,고양이,어딕션 (ADDICTION),LID 연어,"키튼,어덜트,시니어,전연령",건사료,"건조 연어, 감자, 타피오카, 닭 지방(혼합 토코페롤로 처리), 완두콩, 천연향, 건조 켈프, 건조 크린베리, 건조 블루베리, 건조 시금치, 건조 맥주 효모, 염화나트륨, 비타민E, 니아신(비타민 B3), 판토텐산칼슘(비타민B5), 비타민A, 비타민B1질산염, 리보플라빈, 염산피리독신(비타민 B6), 비오틴(비타민B7), 비타민B12, 비타민D3, 폴산(비타민B9), 타우린, 염화콜린, 황산마그네슘, 황산아연, 황산제일철(철분제), 탄산칼슘, 황산구리, 황산망간, 요오드산칼슘, 황산코발트, 아셀렌산나트륨, 녹차추출물, 로즈마리 추출물, 스피어민트 추출물",조단백 30.0%  조지방 15.0%  칼슘 1.2%  인 1.0%  수분 10.0%,"단일육류단백질,그레인프리","9kg, 1.8kg","3,700 kcal/kg","건조 연어, 감자, 타피오카",뉴질랜드/Addiction Food Nz Limited,https://cdn.purplesto.re/media/store/sale/main_image/addiction_cat_B029CF02_thumb01.png,"어딕션 (ADDICTION) LID 연어 건사료 건조 연어, 감자, 타피오카, 닭 지방(혼합 토코페롤로 처리), 완두콩, 천연향, 건조 켈프, 건조 크린베리, 건조 블루베리, 건조 시금치, 건조 맥주 효모, 염화나트륨, 비타민E, 니아신(비타민 B3), 판토텐산칼슘(비타민B5), 비타민A, 비타민B1질산염, 리보플라빈, 염산피리독신(비타민 B6), 비오틴(비타민B7), 비타민B12, 비타민D3, 폴산(비타민B9), 타우린, 염화콜린, 황산마그네슘, 황산아연, 황산제일철(철분제), 탄산칼슘, 황산구리, 황산망간, 요오드산칼슘, 황산코발트, 아셀렌산나트륨, 녹차추출물, 로즈마리 추출물, 스피어민트 추출물 단일육류단백질,그레인프리"
